Employee_ID,Gender,Years_Exp,Years_Seniority,Edu_Level,Perf,Job_Role,Job_Family,Job_Level,Job_Location,Market_Median,Salary,Bonus_FY,Total_Compensation
108923MQ,Female,4.7,1.2,bachelors,2.2,Frontend Developer,Software Development,Mid-Level,"Chicago, IL",120454.92,109018.2,15000.8,124018.6
75793T5U,Male,6,5.2,bachelors,1.8,Data Analyst,Data Science and Engineering,Mid-Level,"San Francisco, CA",193492.91,111503.6,12500.4,124002.1
18015BWG,Female,5.7,4.5,bachelors,2.5,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,106482.1,17500.5,123981.4
27389ZAG,Female,4.1,3.8,masters,2.2,Software Engineer,Software Development,Mid-Level,"Los Angeles, CA",192510.31,108973.5,15000.3,123972.8
13436K2F,Female,5.5,3.3,bachelors,2.2,Software Engineer,Software Development,Mid-Level,"Denver, CO",125859.31,108973.6,15000.5,123972.9
70209GFK,Female,4.5,3,bachelors,2.2,Software Engineer,Software Development,Mid-Level,"Dallas, TX",113084.53,108973.8,15000.4,123972.4
866534NM,Male,5.8,1.4,bachelors,2,Software Engineer,Software Development,Mid-Level,"Denver, CO",125859.31,108973.4,15000.6,123972.8
36919GI2,Male,7.5,4.3,masters,3.9,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,106450,17500.9,123950.4
461710N8,Male,6.8,4.4,masters,3.1,Product Manager,Product and Project Management,Senior-Level,"Atlanta, GA",142620.25,101435.6,22500,123934.8
90316GLP,Female,7.9,4.3,masters,3.4,System Administrator,IT and Systems Management,Mid-Level,"San Francisco, CA",179928.58,106426.3,17500.6,123926.6
59174GON,Female,4.7,2.9,bachelors,3.8,System Administrator,IT and Systems Management,Mid-Level,"San Francisco, CA",179928.58,106426.2,17500,123926.7
60045BTW,Female,7.9,4.6,bachelors,1.8,Software Engineer,Software Development,Mid-Level,"Los Angeles, CA",192510.31,108921.8,15000.1,123921.4
96906G4N,Female,9.7,4.8,masters,2.2,Project Manager,Product and Project Management,Senior-Level,"San Francisco, CA",227197.62,103906.7,20000.5,123906.6
35160DRT,Male,3.9,0.1,masters,3.1,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,106375.3,17500.5,123875.5
44386BF2,Female,5.3,3.8,masters,3.8,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,106375.2,17500.9,123875.3
66308UZB,Female,3.2,0.1,masters,3.1,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,106375.2,17500.9,123875
53597K4M,Male,7.1,2.6,bachelors,3.7,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,106375.6,17500,123875.6
851377C5,Female,6.4,2.6,masters,3.5,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,106375.7,17500.6,123875.2
73285IQ1,Female,7.9,5.9,doctorate,4.2,Senior Accountant,Finance,Senior-Level,"Seattle, WA",146395.44,98866.7,25000.8,123866.7
62594JSQ,Male,11.2,10.5,doctorate,2.3,Cybersecurity Analyst,IT and Systems Management,Senior-Level,"San Francisco, CA",221190.84,103857.3,20000.4,123856.9
47290RI1,Male,6.7,2.2,masters,3,Network Engineer,IT and Systems Management,Senior-Level,"Dallas, TX",110320.66,101354.5,22500.6,123853.6
49163JJQ,Female,3.8,1.2,masters,2.9,System Administrator,IT and Systems Management,Mid-Level,"Seattle, WA",139689.84,108851.9,15000,123851.1
86270J76,Male,5.7,4.6,masters,3.7,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,106349.4,17500.5,123848.9
92366QVD,Female,4.9,3.2,bachelors,5,Data Analyst,Data Science and Engineering,Mid-Level,"Chicago, IL",105371.33,103844.3,20000.4,123843.8
84307OAT,Female,7.9,4.1,masters,1.9,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,108822.3,15000.5,123822.6
54522SVP,Female,7.2,0,masters,3.5,Project Manager,Product and Project Management,Senior-Level,"Dallas, TX",117823.32,101305.2,22500.5,123805.3
89916I3G,Male,9.6,2.5,masters,5.8,Network Engineer,IT and Systems Management,Senior-Level,"San Francisco, CA",212730.31,98799.6,25000.8,123799.2
89679VZE,Male,8.3,1.7,bachelors,3.8,Project Manager,Product and Project Management,Senior-Level,"Atlanta, GA",124420.5,101298.5,22500.2,123798.8
14038P6R,Female,4.8,3.5,masters,3.4,Software Engineer,Software Development,Mid-Level,"Boston, MA",180402.04,106281.9,17500.7,123781.1
92209NR0,Female,6.7,0.9,bachelors,3.2,Software Engineer,Software Development,Mid-Level,"Chicago, IL",118749.87,106281.7,17500.9,123781.9
41222WA6,Male,7.7,0.5,bachelors,3.5,Software Engineer,Software Development,Mid-Level,"Chicago, IL",118749.87,106281.2,17500.6,123781.5
68761JPM,Male,7.2,5.7,bachelors,2.6,Quality Assurance Engineer,Quality Assurance,Mid-Level,"Los Angeles, CA",164496.36,108779,15000.9,123778.8
63657WIY,Male,6.5,5.7,masters,1.4,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,108739.4,15000.4,123739.3
50794TDE,Female,5.9,3.8,masters,3.9,Frontend Developer,Software Development,Mid-Level,"Austin, TX",134427.24,106231.5,17500.3,123730.6
898440DD,Female,6.7,0.7,masters,5.4,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,103716.3,20000.6,123716.6
16320F1D,Female,6.7,0,masters,5.2,Scrum Master,Product and Project Management,Mid-Level,"Chicago, IL",122753.27,103692.4,20000.4,123691
546142NB,Female,10.1,8.2,masters,4.1,Network Engineer,IT and Systems Management,Senior-Level,"San Francisco, CA",212730.31,101181.9,22500.2,123681
555352SO,Female,7.1,4.6,bachelors,5.2,Data Analyst,Data Science and Engineering,Mid-Level,"Seattle, WA",150220.68,103679.5,20000.2,123679.9
56643LIQ,Male,4.7,1.5,bachelors,3.1,UX/UI Designer,Design,Mid-Level,"Boston, MA",150918.32,106164.6,17500.3,123663
89481P4J,Male,6.4,0.1,bachelors,3,UX/UI Designer,Design,Mid-Level,"Seattle, WA",141625.32,106155.5,17500.6,123655.3
33675RK0,Male,3.6,2.1,masters,3.5,Financial Analyst,Finance,Mid-Level,"Denver, CO",106252.74,106150.3,17500.2,123650.7
37424YCG,Female,4.6,3.6,bachelors,3,Financial Analyst,Finance,Mid-Level,"San Francisco, CA",184090.14,106150.6,17500.1,123650.3
48521J0H,Male,3.3,0.5,masters,3.3,Backend Developer,Software Development,Mid-Level,"Atlanta, GA",131859.5,106121.2,17500.2,123621.6
7166894E,Female,6.6,4.3,bachelors,3.2,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,106110.3,17500.1,123609.6
17175I92,Female,5.5,4.5,bachelors,3.2,System Administrator,IT and Systems Management,Mid-Level,"Los Angeles, CA",158846.78,106093.3,17500.4,123593.9
89894B3Z,Male,5.8,4.7,masters,2.6,Mobile Application Developer,Software Development,Mid-Level,"Atlanta, GA",131859.5,108589.9,15000.6,123588.6
45940SAO,Female,4,2.2,masters,5.3,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,103576,20000.2,123576.5
88188OGG,Male,4.1,2.8,masters,3.4,Financial Analyst,Finance,Mid-Level,"Seattle, WA",142920.72,106066.2,17500.5,123565.3
73844D7M,Female,8.4,5.9,bachelors,4.8,Network Engineer,IT and Systems Management,Senior-Level,"Austin, TX",129285.41,101045.3,22500.2,123544.7
666601YI,Female,3,2.3,masters,3.6,Frontend Developer,Software Development,Mid-Level,"Boston, MA",182992.32,106010.5,17500.5,123509.8
92083L58,Female,9.5,5.1,doctorate,1.4,Product Owner,Product and Project Management,Senior-Level,"Chicago, IL",128579.32,103493.6,20000.5,123493.3
295440BO,Male,5.2,1.4,masters,1.7,Backend Developer,Software Development,Mid-Level,"Seattle, WA",186933.84,110983.2,12500.6,123483.3
5566108O,Male,10.3,5.7,bachelors,2.8,Senior Accountant,Finance,Senior-Level,"Los Angeles, CA",166471.98,103480.1,20000.1,123480.4
37842PD2,Female,7.9,5.4,masters,4.6,Product Owner,Product and Project Management,Senior-Level,"San Francisco, CA",236109.64,98480.2,25000.7,123479
53696YOA,Male,11,5.8,doctorate,2.4,Data Engineer,Data Science and Engineering,Senior-Level,"Austin, TX",148922.19,103460.1,20000.8,123459.8
64972ZDD,Male,7.2,6,masters,3.7,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,105958.6,17500.8,123458.8
62493EGK,Female,6.5,3.2,bachelors,3.4,HR Specialist,Human Resources,Senior-Level,"San Francisco, CA",231182.51,100950.4,22500.3,123449.2
17497Q3N,Female,7.8,6.4,masters,5.7,IT Specialist,IT and Systems Management,Mid-Level,"Los Angeles, CA",154843.55,103420,20000.5,123419.5
25283P1S,Female,5.7,2.8,bachelors,5.1,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,103413.4,20000,123412.9
277947D7,Male,5.2,3.9,masters,2.4,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,108399.2,15000.3,123399.8
283847VK,Male,7.4,1.8,bachelors,2.2,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,108399,15000.9,123399.3
83673XSF,Female,12.5,7.8,bachelors,4.6,Cybersecurity Analyst,IT and Systems Management,Senior-Level,"San Francisco, CA",221190.84,100887.3,22500.7,123387.3
575873RB,Male,6.1,5.3,bachelors,4.2,Network Engineer,IT and Systems Management,Senior-Level,"Dallas, TX",110320.66,100885.2,22500.3,123385.8
2514760I,Female,12.2,6.1,bachelors,1.3,Project Manager,Product and Project Management,Senior-Level,"San Francisco, CA",227197.62,103380.2,20000.2,123379.9
93481VY5,Male,5,4.9,masters,3,Data Analyst,Data Science and Engineering,Mid-Level,"Dallas, TX",100344.26,105879.3,17500.1,123379.8
32843XUW,Male,5.7,3.3,bachelors,3.9,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,105878.9,17500,123377
44479LR9,Female,4.6,1.9,masters,3.9,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,105878.8,17500,123377.9
21493W6K,Female,5.3,4,bachelors,3.3,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,105878.3,17500.3,123377.4
33684OIC,Male,4.8,1,bachelors,5.2,Quality Assurance Engineer,Quality Assurance,Mid-Level,"Denver, CO",107544.36,103347.4,20000.1,123347.7
65848NS9,Male,6,0.9,bachelors,2.4,Infrastructure Engineer,IT and Systems Management,Senior-Level,"Chicago, IL",133443.27,103329,20000.5,123328.9
91346CEC,Male,12,6.6,doctorate,5.1,Network Engineer,IT and Systems Management,Senior-Level,"Boston, MA",175992.88,98314.9,25000.8,123313.9
26122JR9,Male,7.7,6.4,bachelors,3.1,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,105811.1,17500.7,123311.4
41333Z4H,Male,6.2,3.6,doctorate,4.8,Project Manager,Product and Project Management,Senior-Level,"Seattle, WA",176387.76,100795.1,22500.3,123294.7
45162BVM,Male,6.6,0.8,masters,3.3,IT Specialist,IT and Systems Management,Mid-Level,"New York, NY",167263.2,105791.8,17500.4,123290.9
22003G6S,Male,5.7,4.5,masters,3.3,Backend Developer,Software Development,Mid-Level,"Boston, MA",199199.84,105782.9,17500.2,123282.3
56897RM4,Female,7.4,2.9,bachelors,3.9,Mobile Application Developer,Software Development,Mid-Level,"Denver, CO",138973.78,105782.1,17500.3,123282.3
65248FH4,Female,6,5,masters,2.6,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,105774.5,17500.8,123274.8
11607MV1,Female,5.1,1.4,bachelors,2.8,UX/UI Designer,Design,Mid-Level,"Seattle, WA",141625.32,108257.6,15000.6,123257.2
58899PD2,Female,3,2.5,bachelors,3.7,Software Engineer,Software Development,Mid-Level,"Boston, MA",180402.04,105753.2,17500.7,123253.8
83217Z78,Female,4.4,2.4,bachelors,3.1,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,105753.5,17500.4,123253.8
398326LS,Female,7.7,0.5,bachelors,2.3,UX/UI Designer,Design,Mid-Level,"Boston, MA",150918.32,108245.1,15000.1,123245
324055NQ,Male,7.7,3,masters,3.8,System Administrator,IT and Systems Management,Mid-Level,"Seattle, WA",139689.84,105741.5,17500.8,123241
44564LW5,Female,6.6,1.3,masters,3.7,System Administrator,IT and Systems Management,Mid-Level,"Boston, MA",148855.84,105739.3,17500.8,123239.9
30268KKN,Male,6.6,1.3,bachelors,2.7,Backend Developer,Software Development,Mid-Level,"Los Angeles, CA",212569.78,108238.4,15000.8,123238.8
229639PM,Male,5.1,0.2,masters,1.9,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,110730.7,12500.8,123230.8
33629UQD,Male,4.1,3.1,bachelors,2,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,108208.4,15000.8,123208.9
61503NQ4,Female,3.2,2.8,bachelors,3.8,Software Engineer,Software Development,Mid-Level,"Dallas, TX",113084.53,105686.6,17500.7,123185.3
75370AW6,Female,7.2,0,masters,3.9,Software Engineer,Software Development,Mid-Level,"Dallas, TX",113084.53,105686.3,17500.4,123185.1
69229HHF,Female,7.1,3.4,bachelors,2.8,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,108180.8,15000.8,123179.9
13728B67,Female,4.8,2.9,bachelors,3.3,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,105662.5,17500.1,123162.7
56166OZ7,Female,3,0.2,masters,3.3,Software Engineer,Software Development,Mid-Level,"Los Angeles, CA",192510.31,105662.2,17500.4,123162.8
270322V3,Female,5.6,3.2,bachelors,3.8,Software Engineer,Software Development,Mid-Level,"Los Angeles, CA",192510.31,105662.1,17500.7,123162.6
50543832,Male,6.2,1.5,masters,2.3,Data Analyst,Data Science and Engineering,Mid-Level,"San Francisco, CA",193492.91,108139.2,15000.2,123138.8
85582VWT,Female,9.6,3.6,bachelors,4.1,Project Manager,Product and Project Management,Senior-Level,"New York, NY",216665.28,98132.1,25000.7,123132.8
34107DSB,Male,5.1,3,bachelors,3,Business Analyst,Business Analysis,Mid-Level,"Chicago, IL",90822.24,105623.3,17500.4,123122.8
97346K7J,Female,7.6,0.1,bachelors,2.6,Project Manager,Product and Project Management,Senior-Level,"Austin, TX",138077.82,103120.4,20000.4,123120.7
80395JOM,Male,12.2,6.4,masters,2.2,Product Manager,Product and Project Management,Senior-Level,"Austin, TX",158275.31,103085.7,20000.1,123085.1
88626PBF,Female,11.9,2.2,doctorate,2.3,Project Manager,Product and Project Management,Senior-Level,"San Francisco, CA",227197.62,103075.9,20000.6,123074
60792PQ9,Female,9.6,6.4,masters,2.9,Project Manager,Product and Project Management,Senior-Level,"San Francisco, CA",227197.62,103075.5,20000.1,123074.3
213682P7,Male,6.1,5.1,bachelors,4,Software Engineer,Software Development,Mid-Level,"Los Angeles, CA",192510.31,103065.9,20000.8,123065.2
18027M6H,Male,12.2,5.1,doctorate,2.6,Database Administrator,IT and Systems Management,Senior-Level,"Atlanta, GA",109026.5,103049.9,20000.3,123049.7
34274Z27,Female,4.7,2.7,bachelors,5,UX/UI Designer,Design,Mid-Level,"Boston, MA",150918.32,103041.6,20000,123041.5
69515ZXR,Male,4.6,3.2,bachelors,3.4,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,105536.3,17500.3,123035
41948MCN,Female,5,2,bachelors,3.3,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,105536.5,17500.7,123035.5
816177EQ,Male,5.2,4.3,masters,4.8,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,103029.5,20000.8,123028.8
42245DLJ,Male,7.3,2.8,masters,5.4,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,103023.3,20000,123022.2
55418KO5,Female,6.6,3.1,masters,3.6,Quality Assurance Engineer,Quality Assurance,Mid-Level,"Dallas, TX",96628.56,105515,17500.4,123015.5
33106C7I,Female,11.7,8.8,bachelors,4,Network Engineer,IT and Systems Management,Senior-Level,"Dallas, TX",110320.66,100505,22500.3,123005.7
39890PZN,Male,4,0.6,bachelors,3.8,Financial Analyst,Finance,Mid-Level,"New York, NY",175556.16,105484,17500.2,122984.8
2980675M,Female,11.3,5.3,masters,3,Project Manager,Product and Project Management,Senior-Level,"Chicago, IL",123726.06,100470.4,22500.9,122970.3
37427XWP,Female,7.2,5.3,bachelors,3.6,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,105469.3,17500.8,122969.8
911908FG,Female,5.2,0.6,masters,2.2,Software Engineer,Software Development,Mid-Level,"Dallas, TX",113084.53,107958.2,15000.2,122958
3973285B,Female,12.4,0.5,masters,1.2,HR Specialist,Human Resources,Senior-Level,"San Francisco, CA",231182.51,102924.4,20000.8,122924.5
306417BQ,Male,5.1,1.7,masters,3.4,Frontend Developer,Software Development,Mid-Level,"Atlanta, GA",121131,105422.1,17500.2,122921.2
17901H3N,Male,3.7,1.3,bachelors,2.1,Backend Developer,Software Development,Mid-Level,"Dallas, TX",124867.88,107914.7,15000,122914.7
387163GX,Female,8.7,4.1,masters,4.5,Project Manager,Product and Project Management,Senior-Level,"Boston, MA",187961.76,97909.9,25000.8,122909.5
31156L74,Male,7.2,4.5,masters,5,UX/UI Designer,Design,Mid-Level,"Chicago, IL",99342.17,102897.7,20000.3,122897.8
14237OLX,Female,6.7,2.9,bachelors,4.6,Cybersecurity Analyst,IT and Systems Management,Senior-Level,"Austin, TX",134427.24,100394.3,22500.4,122893.3
31821LV8,Female,4.4,0.7,masters,3.1,Frontend Developer,Software Development,Mid-Level,"Chicago, IL",120454.92,105384.1,17500.5,122884.1
940714F1,Female,7.7,1.4,bachelors,3.9,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,105380.2,17500.2,122880.4
72384B9V,Female,5.6,2.4,masters,3.2,Software Engineer,Software Development,Mid-Level,"Denver, CO",125859.31,105380.5,17500.3,122880
68397HW5,Female,4.7,0.5,masters,3.9,Software Engineer,Software Development,Mid-Level,"Denver, CO",125859.31,105380.3,17500.4,122880.5
237115OY,Male,7.8,1.4,bachelors,1.1,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,110365.9,12500,122864.2
82470GEQ,Male,6.7,5.8,bachelors,3.2,Software Engineer,Software Development,Mid-Level,"New York, NY",207951.12,105352.9,17500.3,122851.7
43821FRO,Female,6.4,3,bachelors,2.8,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,107851.6,15000.2,122850.9
266333JP,Female,4.8,3.2,bachelors,2.7,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,107851.6,15000.6,122850.6
18660QFN,Male,4.6,1.7,masters,2,Software Engineer,Software Development,Mid-Level,"New York, NY",207951.12,107851.1,15000.1,122850.4
71741I16,Female,10.8,1.9,masters,3.2,Project Manager,Product and Project Management,Senior-Level,"Austin, TX",138077.82,100333.3,22500.3,122833.3
61660FR3,Male,7.2,5.4,bachelors,4,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,102812.7,20000.4,122811.9
49962NRS,Male,10.4,8.7,masters,4.2,Network Engineer,IT and Systems Management,Senior-Level,"Atlanta, GA",116497.75,100299.4,22500.5,122799.8
67424ZCH,Female,3.9,0,bachelors,2.4,Software Engineer,Software Development,Mid-Level,"Denver, CO",125859.31,107775,15000.3,122775.2
36440CP9,Male,4.7,3.2,bachelors,2.1,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,107775.6,15000.1,122775.8
34499YV9,Male,6.9,4.9,bachelors,2.7,Senior Software Engineer,Software Development,Senior-Level,"Atlanta, GA",146372,102733.4,20000.3,122733.1
208188LR,Female,11.8,5.6,doctorate,2.6,Senior Software Engineer,Software Development,Senior-Level,"Atlanta, GA",146372,102733.6,20000.8,122733.4
60553NM0,Male,4.2,0,bachelors,3.5,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,105220.9,17500.1,122720.9
66457J31,Female,3.5,1.9,bachelors,3.1,Software Engineer,Software Development,Mid-Level,"New York, NY",207951.12,105220.3,17500.6,122720.3
10737ZF1,Male,7,3.8,masters,3.1,Software Engineer,Software Development,Mid-Level,"Boston, MA",180402.04,105220.1,17500.7,122720.8
15079YAH,Female,6,5,masters,1.9,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,107719.8,15000.3,122719
5.20E+14,Male,5.6,3.8,masters,3.1,Frontend Developer,Software Development,Mid-Level,"San Francisco, CA",221190.84,105205.4,17500.9,122705.3
26505FSJ,Male,5.4,0.2,bachelors,3.4,Frontend Developer,Software Development,Mid-Level,"San Francisco, CA",221190.84,105205.9,17500.3,122705.8
11446I7F,Male,5,3.6,bachelors,2.9,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,107705,15000.4,122705.1
30412VFL,Male,7.1,6.4,masters,3.6,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,105205.8,17500.5,122705.1
700167XV,Male,4.7,2.5,masters,2.4,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,107705,15000.6,122705.9
201627MB,Male,5.5,0.1,bachelors,3.5,Frontend Developer,Software Development,Mid-Level,"San Francisco, CA",221190.84,105205.7,17500.3,122705.4
98366GZ9,Female,3.1,1.8,masters,2.1,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,107705.5,15000.5,122705.6
36548ZC3,Female,6.5,2.7,masters,2.8,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,107705.8,15000.2,122705.7
49691KCR,Female,5.2,0.8,bachelors,3,Scrum Master,Product and Project Management,Mid-Level,"Seattle, WA",175000.92,105197.5,17500.9,122697.5
40632K7D,Male,7.7,3.9,bachelors,2.6,Quality Assurance Engineer,Quality Assurance,Mid-Level,"Los Angeles, CA",164496.36,107691.9,15000.1,122691.1
9168718R,Male,6.8,3.3,masters,3.5,UX/UI Designer,Design,Mid-Level,"Denver, CO",105289.69,105188.5,17500.7,122687.4
12770UVY,Male,3.7,1,bachelors,3.3,UX/UI Designer,Design,Mid-Level,"Denver, CO",105289.69,105188.6,17500.9,122687.9
43254EK8,Female,9.2,4.9,masters,3.3,Senior Accountant,Finance,Senior-Level,"Los Angeles, CA",166471.98,100178.7,22500.2,122677.1
77229GB3,Female,11,8.9,masters,3.5,HR Specialist,Human Resources,Senior-Level,"Seattle, WA",179481.48,100165.9,22500.6,122665.8
2953295P,Male,6.5,4.1,bachelors,1.8,IT Specialist,IT and Systems Management,Mid-Level,"San Francisco, CA",175394.05,110161.1,12500.2,122661.5
20466INZ,Female,5.7,4,bachelors,3.1,Financial Analyst,Finance,Mid-Level,"Denver, CO",106252.74,105139.9,17500.7,122639.4
67525HW1,Female,6.6,0.8,masters,3.3,Scrum Master,Product and Project Management,Mid-Level,"San Francisco, CA",225411.29,105123.2,17500,122622.3
87470DAL,Female,6,3,masters,3.8,Scrum Master,Product and Project Management,Mid-Level,"Atlanta, GA",123442.25,105123.4,17500.5,122622
93705CR3,Female,6.8,5.3,bachelors,3,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,105109,17500,122608.3
17518Z4F,Male,6.3,5,bachelors,3.2,Quality Assurance Engineer,Quality Assurance,Mid-Level,"Chicago, IL",101469.48,105101.1,17500.8,122600.2
64519B0H,Male,4,3.3,bachelors,3.3,IT Specialist,IT and Systems Management,Mid-Level,"Seattle, WA",136169.4,105098.4,17500.1,122597.2
669683K7,Male,5.1,1.1,bachelors,5.7,Software Engineer,Software Development,Mid-Level,"New York, NY",207951.12,102590.8,20000.3,122589.4
13554PMC,Male,3.1,0.7,bachelors,5.3,Software Engineer,Software Development,Mid-Level,"New York, NY",207951.12,102590,20000.3,122589.5
34721EVK,Female,5.8,0.8,masters,3.2,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,105087.8,17500.5,122586.6
44156DU2,Female,6,0.6,bachelors,3.3,IT Specialist,IT and Systems Management,Mid-Level,"Boston, MA",145104.4,105076.1,17500.6,122576.8
516840RK,Female,4.7,1.9,masters,3.9,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,105047.4,17500.8,122546.3
15828YA3,Female,4.4,1.8,masters,3.7,Software Engineer,Software Development,Mid-Level,"Atlanta, GA",119416.38,105047.5,17500.5,122546.4
64752EFX,Male,5.1,3.8,masters,3,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,105046.4,17500.5,122545.7
742787BB,Male,5.1,1.9,masters,3.1,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,105046,17500.3,122545.6
19193N51,Male,7.9,1.3,bachelors,3.5,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,105046.2,17500.2,122545.1
157030CS,Male,6.8,2.3,masters,3.8,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,105046.1,17500.4,122545
54200EKC,Male,5.3,2.6,masters,3.5,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,105046.3,17500.6,122545.4
97416OWF,Male,3.5,2.2,bachelors,3.4,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,105046.1,17500.5,122545.9
13607JJ3,Female,7.1,0,masters,3.9,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,105046.2,17500.9,122545.3
824625V0,Male,4.7,1.3,bachelors,3.7,Software Engineer,Software Development,Mid-Level,"Los Angeles, CA",192510.31,105046.6,17500.4,122545.6
1.34E+55,Male,3.5,1.4,bachelors,3.7,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,105046.8,17500.4,122545.7
83049GHX,Male,4.4,1.8,bachelors,3.1,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,105046.2,17500.9,122545.2
43122GN2,Male,3.7,1.2,masters,3,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,105046.1,17500.5,122545.9
7427663J,Male,3,0.7,masters,3.2,Data Analyst,Data Science and Engineering,Mid-Level,"New York, NY",184523.04,105037.6,17500.5,122536.2
919791GE,Female,8.5,1.4,doctorate,3,Project Manager,Product and Project Management,Senior-Level,"San Francisco, CA",227197.62,100027.6,22500.3,122526.7
73949XYG,Female,4.5,2.2,masters,5.2,Frontend Developer,Software Development,Mid-Level,"San Francisco, CA",221190.84,102508.8,20000.4,122507.6
67118MTT,Female,7,4.5,masters,1,Project Manager,Product and Project Management,Senior-Level,"Boston, MA",187961.76,105000.1,17500.4,122499
201033GH,Male,6.9,5.6,bachelors,2.3,Software Engineer,Software Development,Mid-Level,"Seattle, WA",169293.54,107496.3,15000.8,122495.1
684708WR,Female,7.2,4.8,bachelors,5.6,Software Engineer,Software Development,Mid-Level,"San Francisco, CA",218059.86,99993.8,22500.6,122492.3
98534BLR,Female,3.8,2.4,masters,2,Financial Analyst,Finance,Mid-Level,"Los Angeles, CA",162520.74,107472.9,15000.5,122472.1
52795AEG,Female,8.7,7.3,bachelors,5.5,Project Manager,Product and Project Management,Senior-Level,"Austin, TX",138077.82,94967.4,27500.3,122466.2
75961G73,Male,3,2,bachelors,2.2,System Administrator,IT and Systems Management,Mid-Level,"New York, NY",171587.52,107441,15000,122440.3
60034T45,Female,7.6,0.3,masters,5.2,Software Engineer,Software Development,Mid-Level,"Austin, TX",132524.41,102425.9,20000.2,122425.2
93431TUN,Female,8.5,6.1,masters,4.4,Network Engineer,IT and Systems Management,Senior-Level,"San Francisco, CA",212730.31,99922.9,22500.8,122421.7
40889CJH,Female,7.4,0.6,masters,5,Backend Developer,Software Development,Mid-Level,"Atlanta, GA",131859.5,102419.4,20000,122419.1
98739MAE,Male,6.6,3.6,bachelors,5.2,Backend Developer,Software Development,Mid-Level,"Atlanta, GA",131859.5,102419.7,20000.4,122419.4
